,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
21B21A4353,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4354,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4354,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4354,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,C,3,
21B21A4354,R2031421,COMPILER DESIGN,23,C,3,
21B21A4354,R2031422,OPERATING SYSTEMS,22,B,3,
21B21A4354,R2031423,MACHINE LEARNING,23,B,3,
21B21A4354,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,14,A+,1.5,
21B21A4354,R2031425,MACHINE LEARNING LAB,14,A+,1.5,
21B21A4354,R203142A,SOFTWARE ENGINEERING,25,C,3,
21B21A4354,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4355,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4355,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4355,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,D,3,
21B21A4355,R2031421,COMPILER DESIGN,13,E,3,
21B21A4355,R2031422,OPERATING SYSTEMS,21,E,3,
21B21A4355,R2031423,MACHINE LEARNING,20,E,3,
21B21A4355,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4355,R2031425,MACHINE LEARNING LAB,10,A,1.5,
21B21A4355,R203142A,SOFTWARE ENGINEERING,18,E,3,
21B21A4355,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4356,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4356,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4356,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,B,3,
21B21A4356,R2031421,COMPILER DESIGN,22,E,3,
21B21A4356,R2031422,OPERATING SYSTEMS,24,C,3,
21B21A4356,R2031423,MACHINE LEARNING,23,C,3,
21B21A4356,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4356,R2031425,MACHINE LEARNING LAB,10,A,1.5,
21B21A4356,R203142A,SOFTWARE ENGINEERING,23,F,0,
21B21A4356,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4357,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,ABSENT,0,
21B21A4357,R2031058,EMPLOYABILITY SKILLS-I,0,NOT CO,0,
21B21A4357,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,0,ABSENT,0,
21B21A4357,R2031421,COMPILER DESIGN,0,ABSENT,0,
21B21A4357,R2031422,OPERATING SYSTEMS,0,ABSENT,0,
21B21A4357,R2031423,MACHINE LEARNING,0,ABSENT,0,
21B21A4357,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,0,ABSENT,0,
21B21A4357,R2031425,MACHINE LEARNING LAB,0,ABSENT,0,
21B21A4357,R203142A,SOFTWARE ENGINEERING,0,ABSENT,0,
21B21A4357,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4358,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4358,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4358,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,13,F,0,
21B21A4358,R2031421,COMPILER DESIGN,14,F,0,
21B21A4358,R2031422,OPERATING SYSTEMS,10,F,0,
21B21A4358,R2031423,MACHINE LEARNING,20,D,3,
21B21A4358,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,B,1.5,
21B21A4358,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4358,R203142A,SOFTWARE ENGINEERING,19,D,3,
21B21A4358,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4359,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4359,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4359,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4359,R2031421,COMPILER DESIGN,15,E,3,
21B21A4359,R2031422,OPERATING SYSTEMS,19,F,0,
21B21A4359,R2031423,MACHINE LEARNING,20,D,3,
21B21A4359,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4359,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4359,R203142A,SOFTWARE ENGINEERING,21,E,3,
21B21A4359,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4360,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4360,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4360,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,E,3,
21B21A4360,R2031421,COMPILER DESIGN,19,E,3,
21B21A4360,R2031422,OPERATING SYSTEMS,18,B,3,
21B21A4360,R2031423,MACHINE LEARNING,20,B,3,
21B21A4360,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4360,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4360,R203142A,SOFTWARE ENGINEERING,22,F,0,
21B21A4360,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4361,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4361,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4361,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,E,3,
21B21A4361,R2031421,COMPILER DESIGN,20,F,0,
21B21A4361,R2031422,OPERATING SYSTEMS,19,E,3,
21B21A4361,R2031423,MACHINE LEARNING,21,E,3,
21B21A4361,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4361,R2031425,MACHINE LEARNING LAB,14,A,1.5,
21B21A4361,R203142A,SOFTWARE ENGINEERING,22,F,0,
21B21A4361,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4362,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4362,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4362,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,F,0,
21B21A4362,R2031421,COMPILER DESIGN,25,F,0,
21B21A4362,R2031422,OPERATING SYSTEMS,14,F,0,
21B21A4362,R2031423,MACHINE LEARNING,20,F,0,
21B21A4362,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,B,1.5,
21B21A4362,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4362,R203142A,SOFTWARE ENGINEERING,21,F,0,
21B21A4362,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4363,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4363,R2031058,EMPLOYABILITY SKILLS-I,24,COMPLE,0,
21B21A4363,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,17,F,0,
21B21A4363,R2031421,COMPILER DESIGN,18,E,3,
21B21A4363,R2031422,OPERATING SYSTEMS,18,E,3,
21B21A4363,R2031423,MACHINE LEARNING,18,D,3,
21B21A4363,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4363,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4363,R203142A,SOFTWARE ENGINEERING,17,D,3,
21B21A4363,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4364,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4364,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4364,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,D,3,
21B21A4364,R2031421,COMPILER DESIGN,13,F,0,
21B21A4364,R2031422,OPERATING SYSTEMS,14,C,3,
21B21A4364,R2031423,MACHINE LEARNING,21,E,3,
21B21A4364,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4364,R2031425,MACHINE LEARNING LAB,14,A,1.5,
21B21A4364,R203142A,SOFTWARE ENGINEERING,21,F,0,
21B21A4364,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4365,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4365,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4365,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,18,E,3,
21B21A4365,R2031421,COMPILER DESIGN,20,B,3,
21B21A4365,R2031422,OPERATING SYSTEMS,21,D,3,
21B21A4365,R2031423,MACHINE LEARNING,20,C,3,
21B21A4365,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4365,R2031425,MACHINE LEARNING LAB,12,A+,1.5,
21B21A4365,R203142A,SOFTWARE ENGINEERING,18,D,3,
21B21A4365,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4366,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4366,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4366,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,F,0,
21B21A4366,R2031421,COMPILER DESIGN,18,E,3,
21B21A4366,R2031422,OPERATING SYSTEMS,14,E,3,
21B21A4366,R2031423,MACHINE LEARNING,21,F,0,
21B21A4366,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,B,1.5,
21B21A4366,R2031425,MACHINE LEARNING LAB,12,B,1.5,
21B21A4366,R203142A,SOFTWARE ENGINEERING,17,E,3,
21B21A4366,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4367,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4367,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4367,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,C,3,
21B21A4367,R2031421,COMPILER DESIGN,20,D,3,
21B21A4367,R2031422,OPERATING SYSTEMS,23,D,3,
21B21A4367,R2031423,MACHINE LEARNING,21,C,3,
21B21A4367,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4367,R2031425,MACHINE LEARNING LAB,15,A+,1.5,
21B21A4367,R203142A,SOFTWARE ENGINEERING,22,E,3,
21B21A4367,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4368,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4368,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4368,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,18,F,0,
21B21A4368,R2031421,COMPILER DESIGN,16,F,0,
21B21A4368,R2031422,OPERATING SYSTEMS,17,D,3,
21B21A4368,R2031423,MACHINE LEARNING,21,E,3,
21B21A4368,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4368,R2031425,MACHINE LEARNING LAB,10,B,1.5,
21B21A4368,R203142A,SOFTWARE ENGINEERING,16,F,0,
21B21A4368,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4369,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4369,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4369,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,D,3,
21B21A4369,R2031421,COMPILER DESIGN,19,B,3,
21B21A4369,R2031422,OPERATING SYSTEMS,18,D,3,
21B21A4369,R2031423,MACHINE LEARNING,20,D,3,
21B21A4369,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A+,1.5,
21B21A4369,R2031425,MACHINE LEARNING LAB,12,A+,1.5,
21B21A4369,R203142A,SOFTWARE ENGINEERING,23,D,3,
21B21A4369,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4370,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4370,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4370,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,F,0,
21B21A4370,R2031421,COMPILER DESIGN,17,D,3,
21B21A4370,R2031422,OPERATING SYSTEMS,18,D,3,
21B21A4370,R2031423,MACHINE LEARNING,22,D,3,
21B21A4370,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4370,R2031425,MACHINE LEARNING LAB,14,A,1.5,
21B21A4370,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4370,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4371,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4371,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4371,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,F,0,
21B21A4371,R2031421,COMPILER DESIGN,14,F,0,
21B21A4371,R2031422,OPERATING SYSTEMS,20,F,0,
21B21A4371,R2031423,MACHINE LEARNING,23,F,0,
21B21A4371,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4371,R2031425,MACHINE LEARNING LAB,12,B,1.5,
21B21A4371,R203142A,SOFTWARE ENGINEERING,14,F,0,
21B21A4371,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4372,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4372,R2031058,EMPLOYABILITY SKILLS-I,24,COMPLE,0,
21B21A4372,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,F,0,
21B21A4372,R2031421,COMPILER DESIGN,22,D,3,
21B21A4372,R2031422,OPERATING SYSTEMS,24,D,3,
21B21A4372,R2031423,MACHINE LEARNING,23,E,3,
21B21A4372,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4372,R2031425,MACHINE LEARNING LAB,12,B,1.5,
21B21A4372,R203142A,SOFTWARE ENGINEERING,23,D,3,
21B21A4372,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4373,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4373,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4373,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,E,3,
21B21A4373,R2031421,COMPILER DESIGN,22,D,3,
21B21A4373,R2031422,OPERATING SYSTEMS,19,E,3,
21B21A4373,R2031423,MACHINE LEARNING,23,C,3,
21B21A4373,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4373,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4373,R203142A,SOFTWARE ENGINEERING,24,E,3,
21B21A4373,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4374,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4374,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4374,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4374,R2031421,COMPILER DESIGN,20,D,3,
21B21A4374,R2031422,OPERATING SYSTEMS,20,C,3,
21B21A4374,R2031423,MACHINE LEARNING,21,D,3,
21B21A4374,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4374,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4374,R203142A,SOFTWARE ENGINEERING,21,E,3,
21B21A4374,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4375,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4375,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4375,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,D,3,
21B21A4375,R2031421,COMPILER DESIGN,22,D,3,
21B21A4375,R2031422,OPERATING SYSTEMS,22,E,3,
21B21A4375,R2031423,MACHINE LEARNING,22,D,3,
21B21A4375,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4375,R2031425,MACHINE LEARNING LAB,14,A+,1.5,
21B21A4375,R203142A,SOFTWARE ENGINEERING,23,D,3,
21B21A4375,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4376,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4376,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4376,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,B,3,
21B21A4376,R2031421,COMPILER DESIGN,18,D,3,
21B21A4376,R2031422,OPERATING SYSTEMS,19,C,3,
21B21A4376,R2031423,MACHINE LEARNING,19,D,3,
21B21A4376,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4376,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4376,R203142A,SOFTWARE ENGINEERING,20,C,3,
21B21A4376,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4377,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,ABSENT,0,
21B21A4377,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4377,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,14,F,0,
21B21A4377,R2031421,COMPILER DESIGN,13,F,0,
21B21A4377,R2031422,OPERATING SYSTEMS,14,F,0,
21B21A4377,R2031423,MACHINE LEARNING,13,F,0,
21B21A4377,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,ABSENT,0,
21B21A4377,R2031425,MACHINE LEARNING LAB,10,ABSENT,0,
21B21A4377,R203142A,SOFTWARE ENGINEERING,13,F,0,
21B21A4377,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4378,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4378,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4378,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,15,F,0,
21B21A4378,R2031421,COMPILER DESIGN,12,E,3,
21B21A4378,R2031422,OPERATING SYSTEMS,13,D,3,
21B21A4378,R2031423,MACHINE LEARNING,13,E,3,
21B21A4378,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,B,1.5,
21B21A4378,R2031425,MACHINE LEARNING LAB,10,B,1.5,
21B21A4378,R203142A,SOFTWARE ENGINEERING,12,D,3,
21B21A4378,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4379,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4379,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4379,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4379,R2031421,COMPILER DESIGN,18,F,0,
21B21A4379,R2031422,OPERATING SYSTEMS,20,F,0,
21B21A4379,R2031423,MACHINE LEARNING,21,E,3,
21B21A4379,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4379,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4379,R203142A,SOFTWARE ENGINEERING,20,E,3,
21B21A4379,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4380,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4380,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4380,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,D,3,
21B21A4380,R2031421,COMPILER DESIGN,13,F,0,
21B21A4380,R2031422,OPERATING SYSTEMS,18,D,3,
21B21A4380,R2031423,MACHINE LEARNING,22,E,3,
21B21A4380,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4380,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4380,R203142A,SOFTWARE ENGINEERING,20,D,3,
21B21A4380,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4381,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4381,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4381,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4381,R2031421,COMPILER DESIGN,18,F,0,
21B21A4381,R2031422,OPERATING SYSTEMS,19,E,3,
21B21A4381,R2031423,MACHINE LEARNING,20,F,0,
21B21A4381,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4381,R2031425,MACHINE LEARNING LAB,12,A+,1.5,
21B21A4381,R203142A,SOFTWARE ENGINEERING,19,F,0,
21B21A4381,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4382,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4382,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4382,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,C,3,
21B21A4382,R2031421,COMPILER DESIGN,22,D,3,
21B21A4382,R2031422,OPERATING SYSTEMS,19,C,3,
21B21A4382,R2031423,MACHINE LEARNING,21,C,3,
21B21A4382,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4382,R2031425,MACHINE LEARNING LAB,15,A+,1.5,
21B21A4382,R203142A,SOFTWARE ENGINEERING,22,C,3,
21B21A4382,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4384,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4384,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4384,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,D,3,
21B21A4384,R2031421,COMPILER DESIGN,24,D,3,
21B21A4384,R2031422,OPERATING SYSTEMS,18,E,3,
21B21A4384,R2031423,MACHINE LEARNING,23,C,3,
21B21A4384,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4384,R2031425,MACHINE LEARNING LAB,10,A,1.5,
21B21A4384,R203142A,SOFTWARE ENGINEERING,23,D,3,
21B21A4384,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4385,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4385,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4385,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,F,0,
21B21A4385,R2031421,COMPILER DESIGN,18,E,3,
21B21A4385,R2031422,OPERATING SYSTEMS,21,D,3,
21B21A4385,R2031423,MACHINE LEARNING,20,E,3,
21B21A4385,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,B,1.5,
21B21A4385,R2031425,MACHINE LEARNING LAB,10,B,1.5,
21B21A4385,R203142A,SOFTWARE ENGINEERING,19,F,0,
21B21A4385,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,B,1.5,
21B21A4386,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4386,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4386,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,25,D,3,
21B21A4386,R2031421,COMPILER DESIGN,25,A,3,
21B21A4386,R2031422,OPERATING SYSTEMS,26,B,3,
21B21A4386,R2031423,MACHINE LEARNING,24,C,3,
21B21A4386,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4386,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4386,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4386,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A,1.5,
21B21A4387,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4387,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4387,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,F,0,
21B21A4387,R2031421,COMPILER DESIGN,20,D,3,
21B21A4387,R2031422,OPERATING SYSTEMS,18,E,3,
21B21A4387,R2031423,MACHINE LEARNING,20,D,3,
21B21A4387,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4387,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4387,R203142A,SOFTWARE ENGINEERING,19,D,3,
21B21A4387,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4388,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4388,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4388,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,D,3,
21B21A4388,R2031421,COMPILER DESIGN,21,D,3,
21B21A4388,R2031422,OPERATING SYSTEMS,18,E,3,
21B21A4388,R2031423,MACHINE LEARNING,21,C,3,
21B21A4388,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4388,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4388,R203142A,SOFTWARE ENGINEERING,21,D,3,
21B21A4388,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
21B21A4389,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4389,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4389,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,C,3,
21B21A4389,R2031421,COMPILER DESIGN,20,E,3,
21B21A4389,R2031422,OPERATING SYSTEMS,15,D,3,
21B21A4389,R2031423,MACHINE LEARNING,21,D,3,
21B21A4389,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4389,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4389,R203142A,SOFTWARE ENGINEERING,18,F,0,
21B21A4389,R2031431,SUMMER INTERNSHIP 2 MONTHS(MANDATORY) AF,0,A+,1.5,
